,rating,genre,year,score,votes,country,budget,runtime,Nominated
0,0.6666666666666666,0.42857142857142855,1.0,0.9032258064516129,0.38625,0,0.05337078651685393,0.5387453874538746,0
1,0.6666666666666666,0.07142857142857142,1.0,0.6236559139784945,0.027083333333333334,1,0.012640449438202247,0.3837638376383764,1
2,0.3333333333333333,0.0,1.0,0.9354838709677418,0.5,1,0.05056179775280899,0.4575645756457565,0
3,0.3333333333333333,0.2857142857142857,1.0,0.8279569892473118,0.09208333333333334,1,0.009831460674157303,0.3247232472324723,0
4,0.6666666666666666,0.2857142857142857,1.0,0.7849462365591398,0.045,1,0.016853932584269662,0.36162361623616235,0
5,0.6666666666666666,0.6428571428571429,1.0,0.6881720430107526,0.05125,1,0.001544943820224719,0.3505535055350554,0
6,0.6666666666666666,0.0,1.0,0.8494623655913979,0.07833333333333334,1,0.07584269662921349,0.4907749077490775,0
7,0.6666666666666666,0.21428571428571427,1.0,0.8817204301075268,0.1375,1,0.05056179775280899,0.47601476014760147,1
8,0.3333333333333333,0.0,1.0,0.7311827956989246,0.042083333333333334,1,0.15168539325842698,0.46863468634686345,0
9,0.6666666666666666,0.21428571428571427,1.0,0.7526881720430108,0.004166666666666667,1,0.028089887640449437,0.36900369003690037,0
10,0.3333333333333333,0.0,1.0,0.6559139784946235,0.0075,1,0.042134831460674156,0.4280442804428044,0
11,0.3333333333333333,0.07142857142857142,1.0,0.7849462365591398,0.0225,0,0.014044943820224719,0.4022140221402214,0
12,0.3333333333333333,0.07142857142857142,1.0,0.5698924731182795,0.0125,1,0.056179775280898875,0.42066420664206644,0
13,0.6666666666666666,0.42857142857142855,1.0,0.8279569892473118,0.020416666666666666,1,0.016853932584269662,0.4575645756457565,1
14,0.6666666666666666,0.35714285714285715,1.0,0.7634408602150536,0.015416666666666667,1,0.018258426966292134,0.3837638376383764,0
15,0.3333333333333333,0.42857142857142855,1.0,0.7741935483870968,0.01125,1,0.014325842696629213,0.3800738007380074,1
16,0.3333333333333333,0.2857142857142857,1.0,0.7419354838709677,0.012083333333333333,1,0.028089887640449437,0.4022140221402214,0
17,0.6666666666666666,0.6428571428571429,1.0,0.7311827956989246,0.0275,1,0.0028089887640449437,0.3284132841328413,0
18,0.6666666666666666,0.35714285714285715,1.0,0.6989247311827956,0.008333333333333333,0,0.03089887640449438,0.3763837638376384,0
19,0.6666666666666666,0.07142857142857142,1.0,0.7311827956989246,0.005833333333333334,1,0.12359550561797752,0.8081180811808119,0
